Manufactuer,Discription,Capacaty,RPM,Interface,Cache,Class
IBM,IBM 146 GB 3.5' Internal Hard Drive IBM 146 GB 3.5' Internal Hard Drive,146,,,,
Seagate,"Seagate Barracuda 7200.9 ST3402111A 40GB 7200 RPM 2MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive Seagate Barracuda 7200.9 ST3402111A 40GB 7200 RPM 2MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive",40,7200,IDE Ultra ,2,Barracuda
Seagate,"Seagate SV35.5 ST3500410SV 500GB 16MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive Seagate SV35.5 ST3500410SV 500GB 16MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive",500,,SATA 3.0Gb/s,16,SV
Seagate,"Seagate Barracuda 7200.9 ST3300622A 300GB 7200 RPM 16MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive Seagate Barracuda 7200.9 ST3300622A 300GB 7200 RPM 16MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive",300,7200,IDE Ultra ,16,Barracuda
FUJITSU - Storage/Hard Drive,"Fujitsu MAX3073NC 73GB 15000 RPM 8MB Cache SCSI Ultra320 80pin 3.5"" Hard Drive Fujitsu MAX3073NC 73GB 15000 RPM 8MB Cache SCSI Ultra320 80pin 3.5"" Hard Drive",73,15000,SCSI Ultra,8,
IBM,"IBM 42D0781 - 1TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive IBM 42D0781 - 1TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive",1024,7200,SAS 6.0Gb/s,,
DELL,"Dell A7474485 - 1TB 2.5"" SAS 7.2K 6Gb/s HS Hard Drive Dell A7474485 - 1TB 2.5"" SAS 7.2K 6Gb/s HS Hard Drive",1024,7200,SAS 6.0Gb/s,,
Western Digital,Western Digital 750 GB Caviar Green SATA 3 Gb/s Intellipower 32 MB Cache Bulk/OEM Desktop Hard Drive - WD7500AADS Western Digital 750 GB Caviar Green SATA 3 Gb/s Intellipower 32 MB Cache Bulk/OEM Desktop Hard Drive - WD7500AADS,750,IntelliPower,SATA 3.0Gb/s,,Caviar Green
HGST,"Hitachi GST Ultrastar 7K4000 HUS724020ALE640(0F14685) 2TB 7200 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Internal Enterprise Hard Drive Bare Drive Hitachi GST Ultrastar 7K4000 HUS724020ALE640(0F14685) 2TB 7200 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Internal Enterprise Hard Drive Bare Drive",2048,7200,SATA 6.0Gb/s,64,
IBM,"IBM 49Y6093 - 300GB 3.5"" SAS 15K 6Gb/s HS Hard Drive IBM 49Y6093 - 300GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",300,15000,SAS 12.0Gb/s,,
DELL,"Dell 342-4922 - 1TB 2.5"" Near Line SAS 7.2K 6Gb/s HS Secure Encrypted Drive Dell 342-4922 - 1TB 2.5"" Near Line SAS 7.2K 6Gb/s HS Secure Encrypted Drive",1024,7200,SAS 6.0Gb/s,,
Toshiba,"TOSHIBA MBF2600RC 600GB 10000 RPM 16MB Cache SAS 6Gb/s 2.5"" Enterprise Hard Drive TOSHIBA MBF2600RC 600GB 10000 RPM 16MB Cache SAS 6Gb/s 2.5"" Enterprise Hard Drive",600,10000,SAS 6.0Gb/s,16,
Hewlett-Packard,"HP GEN8 1TB SAS 6Gb/s 7200rpm 2 5"" Hard Drive HP GEN8 1TB SAS 6Gb/s 7200rpm 2 5"" Hard Drive",1024,7200,SAS 6.0Gb/s,,
Hewlett-Packard,"HP 507614-B21 1TB 7200 RPM SAS 6Gb/s 3.5"" Internal Hard Drive HP 507614-B21 1TB 7200 RPM SAS 6Gb/s 3.5"" Internal Hard Drive",1024,7200,SAS 6.0Gb/s,,
HGST,"Hitachi GST Deskstar T7K500 HDT725040VLA360 (0A33439) 400GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive Hitachi GST Deskstar T7K500 HDT725040VLA360 (0A33439) 400GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive",400,7200,SATA 3.0Gb/s,16,
Hewlett-Packard,MSA 200GB 12G SAS ME 2.5IN EM SSD MSA 200GB 12G SAS ME 2.5IN EM SSD,200,,,,
Hewlett-Packard,HP J8019A 80 GB Internal Hard Drive HP J8019A 80 GB Internal Hard Drive,80,,,,
IBM,"IBM 49Y3728 - 450GB 3.5"" SAS 15K 6Gb/s HS Hard Drive IBM 49Y3728 - 450GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",450,15000,SAS 12.0Gb/s,,
DELL,"Dell 342-4140 - 900GB 2.5"" SAS 10K 6Gb/s HS Secure Encrypted Drive Dell 342-4140 - 900GB 2.5"" SAS 10K 6Gb/s HS Secure Encrypted Drive",900,10000,SAS 12.0Gb/s,,
Western Digital,WD Blue 250 GB Desktop Hard Drive: 3.5 Inch 7200 RPM SATA III 16 MB Cache - WD2500AAKX WD Blue 250 GB Desktop Hard Drive: 3.5 Inch 7200 RPM SATA III 16 MB Cache - WD2500AAKX,250,7200,SATA 6.0Gb/s,16,Blue
IBM,"IBM 74Y6492 - 300GB 2.5"" SAS 15K 6Gb/s HS Hard Drive IBM 74Y6492 - 300GB 2.5"" SAS 15K 6Gb/s HS Hard Drive",300,15000,SAS 12.0Gb/s,,
DELL,"Dell 342-2972 - 900GB 2.5"" SAS 10K 6Gb/s HS Hard Drive Dell 342-2972 - 900GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",900,10000,SAS 12.0Gb/s,,
Seagate,"Seagate Barracuda 7200.12 ST3250318AS 250GB 7200 RPM 8MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive Seagate Barracuda 7200.12 ST3250318AS 250GB 7200 RPM 8MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive",250,7200,SATA 3.0Gb/s,8,Barracuda
HGST,"Hitachi GST Deskstar 7K1000 HDS721075KLA330 (0A35154) 750GB 7200 RPM 32MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive Hitachi GST Deskstar 7K1000 HDS721075KLA330 (0A35154) 750GB 7200 RPM 32MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive",750,7200,SATA 3.0Gb/s,32,
Western Digital,"Western Digital Blue WD3200AAJB 320GB 7200 RPM 8MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Internal Hard Drive Bare Drive Western Digital Blue WD3200AAJB 320GB 7200 RPM 8MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Internal Hard Drive Bare Drive",320,7200,IDE Ultra ,8,Blue
IBM,IBM 300 GB 3.5' Internal Hard Drive IBM 300 GB 3.5' Internal Hard Drive,300,,,,
IBM,"IBM 49Y6102 600GB 15000 RPM SAS 6Gb/s 3.5"" Internal Hard Drive IBM 49Y6102 600GB 15000 RPM SAS 6Gb/s 3.5"" Internal Hard Drive",600,15000,SAS 6.0Gb/s,,
Seagate,"Seagate Enterprise NAS ST5000VN0001 5TB 7200 RPM 128MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive Bare Drive Seagate Enterprise NAS ST5000VN0001 5TB 7200 RPM 128MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive Bare Drive",5000,7200,SATA 6.0Gb/s,128,Enterprise
HGST,"Hitachi GST Deskstar E7K500 HDS725050KLA360 (0A31619) 500GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive Hitachi GST Deskstar E7K500 HDS725050KLA360 (0A31619) 500GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive",500,7200,SATA 3.0Gb/s,16,
Seagate,"Seagate Cheetah 10K.6 ST336607LW 36.7GB 10000 RPM 8MB Cache SCSI Ultra320 68pin 3.5"" Hard Drive Bare Drive Seagate Cheetah 10K.6 ST336607LW 36.7GB 10000 RPM 8MB Cache SCSI Ultra320 68pin 3.5"" Hard Drive Bare Drive",36,10000,SCSI Ultra,8,Cheetah
DELL,"Dell 342-4924 - 300GB 2.5"" SAS 15K 6Gb/s HS Secure Encrypted Drive Dell 342-4924 - 300GB 2.5"" SAS 15K 6Gb/s HS Secure Encrypted Drive",300,15000,SAS 12.0Gb/s,,
Western Digital,"Western Digital Black WD7501AALS 750GB 7200 RPM 32MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive Western Digital Black WD7501AALS 750GB 7200 RPM 32MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive",750,7200,SATA 3.0Gb/s,32,Black
IBM,"IBM 42D0778 - 1TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive IBM 42D0778 - 1TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",1024,7200,SAS 6.0Gb/s,,
Hewlett-Packard,"HP 707568-B21 - 300GB 3.5"" SAS 15K 6Gb/s SC Midline Dual Port Hard Drive HP 707568-B21 - 300GB 3.5"" SAS 15K 6Gb/s SC Midline Dual Port Hard Drive",300,15000,SAS 12.0Gb/s,,
Axiom,"Axiom 73 GB 3.5"" Internal Hard Drive Axiom 73 GB 3.5"" Internal Hard Drive",73,,,,
Hewlett-Packard,"HP 695510-B21 4TB 7200 RPM SAS 6Gb/s 3.5"" Hot Plug SmartDrive LFF Midline Drive HP 695510-B21 4TB 7200 RPM SAS 6Gb/s 3.5"" Hot Plug SmartDrive LFF Midline Drive",4000,7200,SAS 6.0Gb/s,,
Hewlett-Packard,"HP 625031-S21 - 3TB 3.5"" SAS 7.2K 6Gb/s HS Midline Hard Drive HP 625031-S21 - 3TB 3.5"" SAS 7.2K 6Gb/s HS Midline Hard Drive",3000,7200,SAS 6.0Gb/s,,
DELL,"Dell 342-2094 - 500GB 2.5"" SAS 7.2K 6Gb/s HS Hard Drive Dell 342-2094 - 500GB 2.5"" SAS 7.2K 6Gb/s HS Hard Drive",500,7200,SAS 6.0Gb/s,,
Western Digital,Western Digital RV8770M 2 TB WD AV-GP SATA III Intellipower 64 MB Cache Bulk/OEM AV Hard Drive Western Digital RV8770M 2 TB WD AV-GP SATA III Intellipower 64 MB Cache Bulk/OEM AV Hard Drive,2048,IntelliPower,SATA 6.0Gb/s,64,AV-GP
IBM,"IBM 41Y8495 - 450GB 3.5"" SAS 15K 6Gb/s HS Hard Drive IBM 41Y8495 - 450GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",450,15000,SAS 12.0Gb/s,,
Hewlett-Packard,"HP C8S61SB 300GB 15000 RPM SAS 6Gb/s 2.5"" Internal Hard Drive HP C8S61SB 300GB 15000 RPM SAS 6Gb/s 2.5"" Internal Hard Drive",300,15000,SAS 6.0Gb/s,,
Hewlett-Packard,"HP 658079-B21 2TB 7200 RPM SATA 6.0Gb/s 3.5"" LFF SC Midline Hard Drive HP 658079-B21 2TB 7200 RPM SATA 6.0Gb/s 3.5"" LFF SC Midline Hard Drive",2048,7200,SATA 6.0Gb/s,,
Western Digital,"Western Digital WD RE4-GP WD2002FYPS 2TB 64MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive Western Digital WD RE4-GP WD2002FYPS 2TB 64MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive",2048,,SATA 3.0Gb/s,64,RE4
Seagate,Seagate Surveillance HDD ST2000VX003 2TB 64MB Cache SATA 6.0Gb/s Internal Hard Drive Seagate Surveillance HDD ST2000VX003 2TB 64MB Cache SATA 6.0Gb/s Internal Hard Drive,2048,,SATA 6.0Gb/s,64,Surveillance
Western Digital,"WD AV-GP WD40EURX 4TB IntelliPower 64MB Cache SATA 6.0Gb/s 3.5"" AV Video Internal Hard Drive Bare Drive WD AV-GP WD40EURX 4TB IntelliPower 64MB Cache SATA 6.0Gb/s 3.5"" AV Video Internal Hard Drive Bare Drive",4000,IntelliPower,SATA 6.0Gb/s,64,AV-GP
IBM,"IBM 44W2265 - 300GB 2.5"" SAS 10K 6Gb/s Slim-HS Secure Encrypted Drive IBM 44W2265 - 300GB 2.5"" SAS 10K 6Gb/s Slim-HS Secure Encrypted Drive",300,10000,SAS 12.0Gb/s,,
Western Digital,"Western Digital Caviar RE WD2500YS 250GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive Western Digital Caviar RE WD2500YS 250GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive",250,7200,SATA 3.0Gb/s,16,Caviar RE
Western Digital,"Western Digital WD VelociRaptor WD1500HLFS 150GB 10000 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive Western Digital WD VelociRaptor WD1500HLFS 150GB 10000 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive",150,10000,SATA 3.0Gb/s,16,VelociRaptor
Western Digital,"Western Digital WD Green WD20EARX 2TB 64MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive Bare Drive Western Digital WD Green WD20EARX 2TB 64MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive Bare Drive",2048,,SATA 6.0Gb/s,64,Green
Western Digital,"Western Digital Caviar RE WD1600YS 160GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive Western Digital Caviar RE WD1600YS 160GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive",160,7200,SATA 3.0Gb/s,16,Caviar RE
Western Digital,Western Digital Caviar Green 2 TB Desktop Hard Drive WD20EARS Western Digital Caviar Green 2 TB Desktop Hard Drive WD20EARS,2048,,,,Caviar Green
Axiom,Axiom 454146-B21-AX 1 TB 3.5' Internal Hard Drive Axiom 454146-B21-AX 1 TB 3.5' Internal Hard Drive,1024,,,,
Western Digital,"Western Digital Caviar SE WD3000JB 300GB 7200 RPM 8MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive Western Digital Caviar SE WD3000JB 300GB 7200 RPM 8MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive",300,7200,IDE Ultra ,8,Caviar Se
Seagate,"Seagate Archive HDD v2 ST8000AS0002 8TB 5900 RPM 128MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive дус Bare Drive Seagate Archive HDD v2 ST8000AS0002 8TB 5900 RPM 128MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive дус Bare Drive",8000,5900,SATA 6.0Gb/s,128,Archive
DELL,"Dell 342-2337 - 3TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive Dell 342-2337 - 3TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive",3000,7200,SAS 6.0Gb/s,,
Western Digital,"WD Green WD50EZRX 5TB 64MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive WD Green WD50EZRX 5TB 64MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive",5000,,SATA 6.0Gb/s,64,Green
Western Digital,"Western Digital Caviar Blue WD2500AAJS 250GB 7200RPM 8MB Cache SATA 3.0Gb/s 3.5"" Internal Desktop Hard Drive - OEM w/1 Year Warranty Western Digital Caviar Blue WD2500AAJS 250GB 7200RPM 8MB Cache SATA 3.0Gb/s 3.5"" Internal Desktop Hard Drive - OEM w/1 Year Warranty",250,7200,SATA 3.0Gb/s,8,Caviar Blue
HGST,"HGST Ultrastar A7K2000 HUA722050CLA330 500GB 7200 RPM 32MB Cache SATA 3.0Gb/s 3.5"" Enterprise Hard Drive by Lenovo (Bare Drive Lenovo P/N: 67Y1401 | Lenovo FRU: 46U3101 | Hitachi P/N: HUA722050CLA33) HGST Ultrastar A7K2000 HUA722050CLA330 500GB 7200 RPM 32MB Cache SATA 3.0Gb/s 3.5"" Enterprise Hard Drive by Lenovo (Bare Drive Lenovo P/N: 67Y1401 | Lenovo FRU: 46U3101 | Hitachi P/N: HUA722050CLA33)",500,7200,SATA 3.0Gb/s,32,
Lenovo,"ThinkServer 300 GB 2.5"" Internal Hard Drive ThinkServer 300 GB 2.5"" Internal Hard Drive",300,,,,
Seagate,"Seagate Cheetah 15K.4 ST336754LC 36.7GB 15000 RPM 8MB Cache SCSI Ultra320 80pin 3.5"" Hard Drive Bare Drive Seagate Cheetah 15K.4 ST336754LC 36.7GB 15000 RPM 8MB Cache SCSI Ultra320 80pin 3.5"" Hard Drive Bare Drive",36,15000,SCSI Ultra,8,Cheetah
DELL,"Dell 341-8619 - 1TB 3.5"" SATA 7.2K 3Gb/s HS Hard Drive Dell 341-8619 - 1TB 3.5"" SATA 7.2K 3Gb/s HS Hard Drive",1024,7200,SATA 3.0Gb/s,,
Western Digital,"Western Digital Raptor WD1600ADFS 160GB 10000 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive Western Digital Raptor WD1600ADFS 160GB 10000 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive",160,10000,SATA 3.0Gb/s,16,Raptor
Hewlett-Packard,"HP 713832-B21 - 3TB 3.5"" SAS 7.2K 6Gb/s HS Midline Dual Port Hard Drive HP 713832-B21 - 3TB 3.5"" SAS 7.2K 6Gb/s HS Midline Dual Port Hard Drive",3000,7200,SAS 6.0Gb/s,,
IBM,"IBM 49Y1870 - 600GB 3.5"" SAS 15K 6Gb/s HS Hard Drive IBM 49Y1870 - 600GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",600,15000,SAS 12.0Gb/s,,
HGST,"HITACHI 2TB 32MB Cache CoolSpin (Low Power & Quiet) SATAIII 6.0Gb/s 3.5"" Internal Hard Drive (CCTV DVR PC Mac)- w/ 1 Year Warranty HITACHI 2TB 32MB Cache CoolSpin (Low Power & Quiet) SATAIII 6.0Gb/s 3.5"" Internal Hard Drive (CCTV DVR PC Mac)- w/ 1 Year Warranty",2048,,SATA 6.0Gb/s,32,
IBM,"IBM 49Y7436 - 500GB 2.5"" SAS 7.2K 6Gb/s HS Hard Drive IBM 49Y7436 - 500GB 2.5"" SAS 7.2K 6Gb/s HS Hard Drive",500,7200,SAS 6.0Gb/s,,
Western Digital,"Western Digital AV-GP WD15EVDS 1.5TB 32MB Cache SATA 3.0Gb/s 3.5"" Internal AV Hard Drive Bare Drive Western Digital AV-GP WD15EVDS 1.5TB 32MB Cache SATA 3.0Gb/s 3.5"" Internal AV Hard Drive Bare Drive",1500,,SATA 3.0Gb/s,32,AV-GP
HGST,"Hitachi GST Deskstar 7K160 HDS721680PLAT80 (0Y30001) 80GB 7200 RPM 8MB Cache IDE Ultra ATA133 / ATA-7 3.5"" Hard Drive Bare Drive Hitachi GST Deskstar 7K160 HDS721680PLAT80 (0Y30001) 80GB 7200 RPM 8MB Cache IDE Ultra ATA133 / ATA-7 3.5"" Hard Drive Bare Drive",80,7200,,8,
IBM,"IBM 00Y2475 - 4TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive IBM 00Y2475 - 4TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",4000,7200,SAS 6.0Gb/s,,
DELL,"Dell 342-3520 1TB 7200 RPM SAS 3Gb/s 2.5"" Internal Hard Drive Dell 342-3520 1TB 7200 RPM SAS 3Gb/s 2.5"" Internal Hard Drive",1024,7200,SAS 3.0Gb/s,,
IBM,IBM 450 GB 3.5' Internal Hard Drive IBM 450 GB 3.5' Internal Hard Drive,450,,,,
Western Digital,"Western Digital WD VelociRaptor WD3000HLHX 300GB 10000 RPM 32MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive Bare Drive Western Digital WD VelociRaptor WD3000HLHX 300GB 10000 RPM 32MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive Bare Drive",300,10000,SATA 6.0Gb/s,32,VelociRaptor
Hewlett-Packard,"HP 364621-B21 146GB 15000 RPM Fibre Channel 3.5"" Internal Hard Drive HP 364621-B21 146GB 15000 RPM Fibre Channel 3.5"" Internal Hard Drive",146,15000,SATA 6.0Gb/s,,
LaCie,"LaCie 4 TB 3.5"" Internal Hard Drive - Black LaCie 4 TB 3.5"" Internal Hard Drive - Black",4000,,,,
DELL,"Dell 342-5295 4TB 7200 RPM SAS Near Line 3.5"" Hard Drive for Select Dell Poweredge Servers / PowerVault Storage Dell 342-5295 4TB 7200 RPM SAS Near Line 3.5"" Hard Drive for Select Dell Poweredge Servers / PowerVault Storage",4000,7200,,,
Lenovo,"Lenovo 0C19531 2TB 7200 RPM SAS 6Gb/s 3.5"" Internal Hard Drive Lenovo 0C19531 2TB 7200 RPM SAS 6Gb/s 3.5"" Internal Hard Drive",2048,7200,SAS 6.0Gb/s,,
DELL,"Dell 342-0847 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive Dell 342-0847 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",600,10000,SAS 12.0Gb/s,,
Western Digital,"WD AV-GP WD30EURX 3TB IntelliPower 64MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive WD AV-GP WD30EURX 3TB IntelliPower 64MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive",3000,IntelliPower,SATA 6.0Gb/s,64,AV-GP
Western Digital,"Western Digital WD1002FAEX Caviar Black 1 TB SATA III 7200 RPM 64 MB Cache Internal Desktop 3.5"" Hard Drive Western Digital WD1002FAEX Caviar Black 1 TB SATA III 7200 RPM 64 MB Cache Internal Desktop 3.5"" Hard Drive",1024,7200,SATA 6.0Gb/s,64,Black
HGST,"Hitachi GST Ultrastar A7K1000 HUA721010KLA330 (0A35772) 1TB 7200 RPM 32MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive Hitachi GST Ultrastar A7K1000 HUA721010KLA330 (0A35772) 1TB 7200 RPM 32MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive",1024,7200,SATA 3.0Gb/s,32,
Western Digital,"Western Digital Protege WD400EB 40GB 5400 RPM 2MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive Western Digital Protege WD400EB 40GB 5400 RPM 2MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive",40,15000,IDE Ultra ,2,Prot_g_
Buffalo Technology,"Buffalo OP-HD 2 TB 3.5"" Internal Hard Drive Buffalo OP-HD 2 TB 3.5"" Internal Hard Drive",2048,,,,
Western Digital,"Western Digital AV-GP WD30EURS 3TB 64MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive Western Digital AV-GP WD30EURS 3TB 64MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive",3000,,SATA 3.0Gb/s,64,AV-GP
Hewlett-Packard,"HP 652615-B21 450GB 15000 RPM SAS 6Gb/s 3.5"" LFF SC Enterprise Hard Drive HP 652615-B21 450GB 15000 RPM SAS 6Gb/s 3.5"" LFF SC Enterprise Hard Drive",450,15000,SAS 6.0Gb/s,,
DELL,"Dell 462-6525 300GB 15000 RPM SAS 6Gb/s 3.5"" Internal Hard Drive Dell 462-6525 300GB 15000 RPM SAS 6Gb/s 3.5"" Internal Hard Drive",300,15000,SAS 6.0Gb/s,,
Lenovo,"Lenovo ThinkServer 0C19501 500GB 7200 RPM SATA 6.0Gb/s 3.5"" Enterprise Hard Drive Lenovo ThinkServer 0C19501 500GB 7200 RPM SATA 6.0Gb/s 3.5"" Enterprise Hard Drive",500,7200,SATA 6.0Gb/s,,
Hewlett-Packard,"HP 659338-B21 - 1TB 3.5"" SATA 7.2K 6Gb/s Non Hot-Plug Midline Hard Drive HP 659338-B21 - 1TB 3.5"" SATA 7.2K 6Gb/s Non Hot-Plug Midline Hard Drive",1024,7200,SAS 6.0Gb/s,,
Hewlett-Packard,"HP 575056-001 - 600GB 3.5"" SAS 15K 6Gb/s Quick-Release Enterprise Dual Port Hard Drive HP 575056-001 - 600GB 3.5"" SAS 15K 6Gb/s Quick-Release Enterprise Dual Port Hard Drive",600,15000,SAS 12.0Gb/s,,
Seagate,Seagate SV35 Series ST2000VX004 2TB 64MB Cache SATA 6.0Gb/s Internal Hard Drive + Rescue Data Recovery Services Seagate SV35 Series ST2000VX004 2TB 64MB Cache SATA 6.0Gb/s Internal Hard Drive + Rescue Data Recovery Services,2048,,SATA 6.0Gb/s,64,SV35
Western Digital,"Western WD3200AAJS Digital Blue / 320GB / 7200RPM / 8MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Bare Drive Western WD3200AAJS Digital Blue / 320GB / 7200RPM / 8MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Bare Drive",320,7200,SATA 3.0Gb/s,8,Blue
Western Digital,"Western Digital WD2503ABYX 250GB 7200RPM 3.5"" SATA2 Hard Drive Western Digital WD2503ABYX 250GB 7200RPM 3.5"" SATA2 Hard Drive",250,7200,SAS 3.0Gb/s,,
IBM,"IBM 44W2239 450GB 15000 RPM SAS 6Gb/s 3.5"" Internal Hard Drive IBM 44W2239 450GB 15000 RPM SAS 6Gb/s 3.5"" Internal Hard Drive",450,15000,SAS 6.0Gb/s,,
IBM,"IBM 81Y9794 2TB 7200 RPM SATA 6.0Gb/s 3.5"" Hot-Swap Internal Hard Drive IBM 81Y9794 2TB 7200 RPM SATA 6.0Gb/s 3.5"" Hot-Swap Internal Hard Drive",2048,7200,SATA 6.0Gb/s,,
Seagate,"Seagate Barracuda 7200.9 ST3250624A 250GB 7200 RPM 16MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive Seagate Barracuda 7200.9 ST3250624A 250GB 7200 RPM 16MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive",250,7200,IDE Ultra ,16,Barracuda
DELL,"Dell 342-3149 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive Dell 342-3149 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",600,10000,SAS 12.0Gb/s,,
IBM,"IBM 81Y9787 - 500GB 3.5"" Near Line SATA 7.2K 6Gb/s HS Hard Drive IBM 81Y9787 - 500GB 3.5"" Near Line SATA 7.2K 6Gb/s HS Hard Drive",500,7200,SAS 6.0Gb/s,,
IBM,"IBM 2 TB 3.5"" Internal Hard Drive IBM 2 TB 3.5"" Internal Hard Drive",2048,,,,
DELL,"Dell 342-1908 - 2TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive Dell 342-1908 - 2TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",2048,7200,SAS 6.0Gb/s,,
Western Digital,"WD VelociRaptor WD1500BLHX 150GB 10000 RPM SATA 6.0Gb/s 2.5"" Enterprise Hard Drive -Bare Drive WD VelociRaptor WD1500BLHX 150GB 10000 RPM SATA 6.0Gb/s 2.5"" Enterprise Hard Drive -Bare Drive",150,10000,SATA 6.0Gb/s,,VelociRaptor
DELL,"Dell 342-0772 - 300GB 3.5"" SAS 15K 6Gb/s HS Hard Drive Dell 342-0772 - 300GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",300,15000,SAS 12.0Gb/s,,
Hewlett-Packard,"HP 652749S21M HP 1 TB 2.5"" Internal Hard Drive HP 652749S21M HP 1 TB 2.5"" Internal Hard Drive",1024,,,,
Hewlett-Packard,"HP 431944-B21 300GB 15000 RPM Serial Attached SCSI (SAS) 3.5"" Hard Drive Bare Drive HP 431944-B21 300GB 15000 RPM Serial Attached SCSI (SAS) 3.5"" Hard Drive Bare Drive",300,15000,SCSI Ultra,,
IBM,"IBM 43X0802 300GB 15000 RPM SAS 3Gb/s 3.5"" Internal Hard Drive IBM 43X0802 300GB 15000 RPM SAS 3Gb/s 3.5"" Internal Hard Drive",300,15000,SAS 3.0Gb/s,,
